         4367970 function calls (4302457 primitive calls) in 316.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
2187/2110    0.032    0.000    0.091    0.000 {built-in method builtins.__build_class__}
   551/58    0.001    0.000    1.000    0.017 {built-in method builtins.__import__}
      247    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
    21666    0.015    0.000    0.035    0.000 {built-in method builtins.all}
      150    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     2546    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      483    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       49    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      219    0.008    0.000    0.008    0.000 {built-in method builtins.dir}
      803    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    926/1    0.007    0.000  316.217  316.217 {built-in method builtins.exec}
17187/17155    0.007    0.000    0.010    0.000 {built-in method builtins.getattr}
     1435    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
503227/502012    0.268    0.000    0.436    0.000 {built-in method builtins.hasattr}
4231/3616    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
     1492    0.000    0.000    0.000    0.000 {built-in method builtins.id}
179161/178935    0.034    0.000    0.038    0.000 {built-in method builtins.isinstance}
      978    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
      303    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
97101/94460    0.029    0.000    0.030    0.000 {built-in method builtins.len}
      168    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     2639    0.002    0.000    0.004    0.000 {built-in method builtins.max}
     5414    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      318    0.001    0.000  214.461    0.674 {built-in method builtins.next}
     7191    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
  141/140    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4239    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
       30    0.000    0.000    0.054    0.002 {built-in method builtins.sorted}
      447    0.005    0.000    0.021    0.000 {built-in method builtins.sum}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
     2562    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 {built-in method from_iterable}
      599    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      847    0.021    0.000    0.021    0.000 {built-in method io.open_code}
      224   44.438    0.198   44.443    0.198 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      847    0.067    0.000    0.067    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method mkl._py_mkl_service.get_version}
      148    0.002    0.000    0.002    0.000 {built-in method now}
      118    0.000    0.000    0.000    0.000 {built-in method numpy.array}
   378400    0.041    0.000    0.041    0.000 {built-in method numpy.asanyarray}
    23650  106.959    0.005  106.959    0.005 {built-in method numpy.concatenate}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.copyto}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      338    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
    23650    0.021    0.000    0.021    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
   378400    0.148    0.000    0.148    0.000 {built-in method numpy.may_share_memory}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.access}
        9    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
    76664    0.011    0.000    0.011    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      132    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
        1    0.018    0.018    0.018    0.018 {built-in method posix.mkdir}
      203    0.004    0.000    0.004    0.000 {built-in method posix.open}
        4    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        4    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.001    0.000    0.001    0.000 {built-in method posix.read}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     4005    0.081    0.000    0.081    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      135    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
       36    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     2068    0.001    0.000    0.001    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
      591    0.000    0.000    0.000    0.000 {built-in method time.time}
     1070    0.001    0.000    0.001    0.000 {built-in method torch._C._add_docstr}
        7    0.000    0.000    0.000    0.000 {built-in method torch._C._autograd._profiler_enabled}
        1    0.002    0.002    0.002    0.002 {built-in method torch._C._autograd_init}
        1    0.002    0.002    0.002    0.002 {built-in method torch._C._c10d_init}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getArchFlags}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
      160    0.103    0.001    0.103    0.001 {built-in method torch._C._cuda_getDeviceCount}
      294    0.001    0.000    0.001    0.000 {built-in method torch._C._cuda_getDevice}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_init}
      589    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
      147    0.001    0.000    0.001    0.000 {built-in method torch._C._cuda_synchronize}
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dist_autograd_init}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.set_debug_level_from_env}
       87    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
       87    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
        1    0.014    0.014    0.023    0.023 {built-in method torch._C._initExtension}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
       97    0.010    0.000    0.010    0.000 {built-in method torch._C._jit_get_operation}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_init}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._rpc_init}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._tracer_warn_use_python}
       26    0.000    0.000    0.000    0.000 {built-in method torch._C.call_stack}
      148    0.005    0.000    0.005    0.000 {built-in method torch._ops.profiler._record_function_enter}
      148    0.004    0.000    0.004    0.000 {built-in method torch._ops.profiler._record_function_exit}
        3    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
        3    0.000    0.000    0.000    0.000 {built-in method torch.empty}
    23650    0.577    0.000    0.577    0.000 {built-in method torch.from_numpy}
        1    0.000    0.000    0.000    0.000 {built-in method torch.set_vital}
     1470   87.085    0.059   87.085    0.059 {built-in method torch.stack}
      148    0.007    0.000    0.007    0.000 {built-in method torch.zeros}
    51293    0.005    0.000    0.005    0.000 {built-in method unicodedata.east_asian_width}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       20    0.000    0.000    0.002    0.000 {function IterDataPipe.__reduce_ex__ at 0x7fa8be0c9430}
        5    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa949dc51f0}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fa947a6ff70}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fa949d5d160}
      256    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      140    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
      152    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
      185    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       18    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     1437    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    26534    0.005    0.000    0.005    0.000 {method 'append' of 'collections.deque' objects}
   260909    0.029    0.000    0.029    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
     4774    0.002    0.000    0.002    0.000 {method 'bit_length' of 'int' objects}
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
      107    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       87    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      735   48.228    0.066   48.228    0.066 {method 'cuda' of 'torch._C._TensorBase' objects}
      142    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       30    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.165    0.165    0.165    0.165 {method 'dot' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.002    0.000 {method 'dump' of '_pickle.Pickler' objects}
       68    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      912    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
     5893    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
     1276    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
    24450    0.010    0.000    0.010    0.000 {method 'fileno' of '_io.BufferedReader' objects}
     2868    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
      227    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
      151    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
    22528    0.029    0.000    0.031    0.000 {method 'format' of 'str' objects}
     8711    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
